Title,Company,Location,URL,Job Description,Skills,Accessibility,Interview,Sentiment,NER
Frontend Engineer Internship,"Coalition, Inc.",United States,https://www.linkedin.com/jobs/view/frontend-engineer-internship-at-coalition-inc-4171037875?position=31&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=pC8uEZ2hNPKSOE9WLpUg4g%3D%3D,"About us
Coalition is the world's first Active Insurance provider designed to help prevent digital risk before it strikes. Founded in 2017, Coalition combines broad insurance coverage with a digital risk assessment and continuous security monitoring to help organizations protect themselves in today’s hyper-connected world.",[],[],[],"('Neutral', 'Objective')",[dict_items([])]
Frontend Software Engineer,Snowflake,"Menlo Park, CA",https://www.linkedin.com/jobs/view/frontend-software-engineer-at-snowflake-4192502576?position=32&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=ys2pTtkxPEGT7zsXZ%2B13Dg%3D%3D,"Build the future of the AI Data Cloud. Join the Snowflake team.

Snowflake started with a clear vision: develop a cloud data platform that is effective, affordable, and accessible to all data users. Snowflake developed an innovative new product with a built-for-the-cloud architecture that combines the power of data warehousing, the flexibility of big data platforms, and the elasticity of the cloud at a fraction of the cost of traditional solutions. We are now a global, world-class organization with offices in more than a dozen countries and serving many more.

Snowflake Notebooks is a development interface in Snowsight that offers an interactive, cell-based programming environment for Python and SQL. In Snowflake Notebooks, you can perform exploratory data analysis, develop machine learning models, and perform other data science and data engineering tasks all in one place.

To learn more about the capabilities of the Notebook products please visit https://www.snowflake.com/en/data-cloud/notebooks/













Snowflake is growing fast, and we’re scaling our team to help enable and accelerate our growth. We are looking for people who share our values, challenge ordinary thinking, and push the pace of innovation while building a future for themselves and Snowflake.

How do you want to make your impact?

For jobs located in the United States, please visit the job posting on the Snowflake Careers Site for salary and benefits information: careers.snowflake.com

The following represents the expected range of compensation for this role:




The successful candidate’s starting salary will be determined based on permissible, non-discriminatory factors such as skills, experience, and geographic location. This role is also eligible for a competitive benefits package that includes: medical, dental, vision, life, and disability insurance; 401(k) retirement plan; flexible spending & health savings account; at least 12 paid holidays; paid time off; parental leave; employee assistance program; and other company benefits.","['python', 'https', 'snowflake']","['sql', 'python']",[],"('Positive', 'Objective')","[dict_items([('GPE', ['the united states'])])]"
Frontend Engineer (React),Rapptr Labs,"New York, NY",https://www.linkedin.com/jobs/view/frontend-engineer-react-at-rapptr-labs-4191959394?position=33&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=BCQ7x4wqO%2F8ydXKIKhMAxQ%3D%3D,"About The Role

Rapptr Labs is looking for a talented front-end engineer to join our growing design and development agency, which is passionate about creating robust, pixel-perfect websites. You’ll work with our Clients, Designers, Product Managers, and other Engineersto create cutting-edge codebases for our clients’ diverse applications.

This position aligns with our core values, such as embracing challenges, continuous improvement, and having a genuine care for the work you do. This role requires you to commute into the office 4 days a week. Our office is located in NYC in the 1 Penn building.















Rapptr Labs is proud to be an Equal Opportunity Employer. We stand behind our culture, which values and celebrates diversity, inclusivity, and does not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, parental status, disability status, or any other protected group. We believe that we are all better when we encourage, support, and respect the diversity in backgrounds, experiences, and skills that we each bring to the Rapptr team.



Please be cautious of potential scams. If you are not contacted directly by HR or a member of our leadership team to schedule a Zoom call for the next steps, it is very likely not someone from the Rapptr team.

Powered by JazzHR

GoSwh6JyhU",[],"['veteran', 'zoom']",[],"('Positive', 'Subjective')",[dict_items([])]
Frontend Software Engineer - University Graduate 2025,Verkada,"San Mateo, CA",https://www.linkedin.com/jobs/view/frontend-software-engineer-university-graduate-2025-at-verkada-4145195203?position=34&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=cOGFe78YzLAPDmLtcfb5wA%3D%3D,"Who We Are

Verkada is a leader in cloud-based B2B physical security. Verkada offers six product lines — video security cameras, access control, environmental sensors, alarms, workplace and intercoms — integrated with a single cloud-based software platform.

Designed with simplicity and scalability in mind, Verkada gives organizations the real-time insight to know what could impact the safety and comfort of people throughout their physical environment, while empowering them to take immediate action to minimize security risks, workplace frustrations and costly inefficiencies.

Founded in 2016, Verkada has expanded rapidly with 15 offices across three continents, 2,100+ full-time employees and 30,000+ customers across 70+ countries.



We are looking for software engineers who thrive in a high growth environment working alongside teammates to launch products and features that will be utilized by customers across the globe. As part of the Software Engineering team, you’ll have ownership of one or more projects on various product or platform facing teams. You will work across the full software stack and collaborate cross functionally to build the latest iterations of Verkada’s flagship software enabling our best-in-class security systems.











Below is the annual on-target earnings (OTE) range for full-time employees for this position, comprised of base compensation and commissions (if applicable).

Estimated Annual Pay Range

$120,000—$280,000 USD



As an equal opportunity employer, Verkada is committed to providing employment opportunities to all individuals. All applicants for positions at Verkada will be treated without regard to race, color, ethnicity, religion, sex, gender, gender identity and expression, sexual orientation, national origin, disability, age, marital status, veteran status, pregnancy, or any other basis prohibited by applicable law.",[],['veteran'],[],"('Neutral', 'Objective')","[dict_items([('ORG', ['verkada'])])]"
Full Stack Developer (Remote),RainFocus,"Ohio, United States",https://www.linkedin.com/jobs/view/full-stack-developer-remote-at-rainfocus-4187669932?position=35&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=lmAC2ggdS7jlnk%2Bpzl5q3Q%3D%3D,"RainFocus, one of the most innovative software companies in the heart of Utah's Silicon Slopes, is in search of an exceptional Full Stack Developer.

About RainFocus

RainFocus cares about its employees, customers, and the world in which we live. Our rapidly-growing team serves Fortune 500 companies like Adobe, Cisco, IBM, Oracle, VMware, and others to prepare and execute in-person, virtual, and hybrid events, across the world. Those events are delivered through our industry-disrupting software platform, with groundbreaking business intelligence, to elevate the attendee experience, streamline event operations, and accelerate marketing results. We are well-funded, growing fast, and building a company that is changing the market — it will be challenging, fun and exciting.



A Full Stack Developer produces enterprise web-applications using Java, React, and SQL. This position helps lead small teams to develop and deliver high-quality SaaS solutions. This role also implements full-stack features from database design, to Services and APIs, to the user interface.





















Location:

This remote role can be located anywhere in the United States. Travel may be required.



At RainFocus we delight millions of attendees at large-scale events by delivering better insights, experiences, and marketing.

As a member of the RainFocus team, you will have the opportunity to experience first-hand the impact of our platform at events around the world. Additionally, RainFocus offers competitive salaries, competitive benefits, 401k and generous PTO.

What are you waiting for? Apply today!","['java', 'vmware', 'react']",['sql'],[],"('Positive', 'Subjective')","[dict_items([('GPE', ['cisco', 'the united states', 'utah']), ('ORG', ['ibm']), ('PRODUCT', ['401k'])])]"
Junior Full Stack Developer (Non Sponsoring),Worldpay,"Cincinnati, OH",https://www.linkedin.com/jobs/view/junior-full-stack-developer-non-sponsoring-at-worldpay-4189694653?position=36&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=WD%2BO1IUanx5%2BXTuWsKSryA%3D%3D,"Job Description

Are you ready to write your next chapter?

Make your mark at one of the biggest names in payments. With proven technology, we process the largest volume of payments in the world, driving the global economy every day. When you join Worldpay, you join a global community of experts and changemakers, working to reinvent an industry by constantly evolving how we work and making the way millions of people pay easier, every day.

What makes a Worldpayer? It’s simple: We stay curious, always asking the right questions to be better every day, finding creative solutions to simplify the complex. We’re dynamic, every Worldpayer is empowered to make the right decisions for their customers. And we’re determined, always staying open – winning and failing as one.

We’re seeking a to join our Central Marketing team, focused on building out the platforms and systems needed to serve both our internal teams and our clients that range from small to enterprise-sized businesses around the world. In this role, you’ll report to our Senior Full Stack Developer, and help create scalable, maintainable web applications from the ground up within a complex ecosystem. You’ll utilize modern frameworks like React and Next.js with our new Contentful-based headless CMS and work closely with both internal and external teams to develop front-to-back-end solutions.



The central Worldpay marketing team is a newly formed dynamic and results-oriented group that is focused on driving success, growth, and a first-class user experience. Clients vary across many industries and sectors, as well as size and geography.



Worldpay is looking to hire a Junior Full Stack Developer to be a key leader in the development of our web platforms managed by our central marketing group.





















Worldpay is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how Worldpay protects personal information online, please see the Online Privacy Notice.



Worldpay is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, marital status, genetic information, national origin, disability, veteran status, and other protected characteristics. The EEO is the Law poster is available here supplement document available here.

For positions located in the US, the following conditions apply. If you are made a conditional offer of employment, you will be required to undergo a drug test. ADA Disclaimer: In developing this job description care was taken to include all competencies needed to successfully perform in this position. However, for Americans with Disabilities Act (ADA) purposes, the essential functions of the job may or may not have been described for purposes of ADA reasonable accommodation. All reasonable accommodation requests will be reviewed and evaluated on a case-by-case basis.



Recruitment at Worldpay works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. Worldpay does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.",['react'],"['veteran', 'curious']",[],"('Positive', 'Objective')","[dict_items([('ORG', ['ada', 'cms']), ('GPE', ['us'])])]"
Web developer,Sunbird Software,"Piscataway, NJ",https://www.linkedin.com/jobs/view/web-developer-at-sunbird-software-4194510153?position=37&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=CsULncRgRI9Ru76v5UqV%2Bw%3D%3D,"Position Summary

We are looking for a Software Developer who enjoys keeping current in technology to help us develop a web application for data center management. We develop in a collaborative environment where our workday involves Java 17, Spring, Angular 15, Hibernate, REST APIs, PostgreSQL 15, Tomcat 10, GitHub, Maven, Jenkins, JIRA, and SCRUM.











A candidate with experience in the following areas will be at an advantage:





We are all about delighting our clients and live/breathe the end client/user experience

We have amazing PTO Policy that allows you to take care of yourself and your family

We offer medical, dental, vision and life insurance to employees

We believe in collaboration, teamwork, creativity and taking initiative

Interested? Read on for additional details about this opportunity to join our amazing team!



Sunbird is an EEO/AA/ADA/Veterans employer.

Powered by JazzHR

to4hFLIs8l","['java', 'rest', 'angular', 'postgresql', 'jenkins', 'spring', 'github']","['collaborative', 'jira']","['github', 'collaboration', 'teamwork', 'creativity']","('Positive', 'Objective')","[dict_items([('GPE', ['jenkins', 'maven', 'github'])])]"
Full Stack Engineer,ReadMe,United States,https://www.linkedin.com/jobs/view/full-stack-engineer-at-readme-4143860698?position=38&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=0X8QxSFWEhptXWiVdMhIRg%3D%3D,"📍Location: Remote or Hybrid (SF or NYC)

ReadMe is looking for a full stack engineer who enjoys working in a collaborative team environment. Our teams are full of curious, creative, and committed people who love what they’re building. If that sounds like you, you’ll be right at home at ReadMe!

🦉 Who we are

We're a small team of humans (and one owl) working together to do big things, and we’re growing fast! That’s where you come in. Since we’re a startup, you’ll make a big impact on ReadMe - both in the daily responsibilities of your role and beyond.

ReadMe helps more than 5,000 leading startups and tech companies build beautiful, personalized, and interactive developer hubs. If you’ve ever visited the developer docs for Apple, Notion, or Nvidia, you’ve used ReadMe! We love what we do because it’s so much more than just documentation. We’re providing tools for teams to build a better developer experience and make their products and APIs easier to use.

✅ You’ll thrive in this role at ReadMe if…



💻 Types of projects you’ll work on

We’re all about making life easier for our customers—whether it’s simplifying how they create and maintain their docs or giving them better ways to track API metrics. Solving real problems for our users means we get to tackle some seriously interesting technical challenges. Some examples of projects Full Stack Engineers have worked on recently include:



💙 You'll love working at ReadMe because…

ReadMe is a company that prides itself on caring about it’s people; customers and employees. We don’t just care about the work we do, but the people who make ReadMe what it is. Take a glance at our benefits and you’ll see that our culture of care is intentionally built into how we operate as a company.





What’s the hiring process like?

At ReadMe, we want the interview process to reflect who we are: open, caring, with just a touch of whimsy. We’ve designed the process not only to embody the values that have helped us build an amazing team but also to give candidates the best opportunity to showcase their skills and let their true selves shine. After all, it’s about finding the right people to help take ReadMe even further! If you want a deeper dive into our hiring philosophy check out this blog post about our interview process.",[],"['collaborative', 'curious', 'notion']",[],"('Positive', 'Subjective')",[dict_items([])]
Junior Frontend Web Developer,First Community Credit Union,"Coquille, OR",https://www.linkedin.com/jobs/view/junior-frontend-web-developer-at-first-community-credit-union-4160112458?position=39&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=VknzjjtWMMQKqPuExlQ9jw%3D%3D,"Starting Salary Range: $23.00 - $29.00 (USD) Hourly

Work Location: Coquille, OR (THIS POSITION IS IN PERSON, REMOTE WORK NOT AVAILABLE)

First Community is a growing organization seeking employees that can develop and maintain websites and web-based technologies. Skills required are: Good PC/data entry skills, exceptional attention to details, and knowledge of programming language fundamentals. This position requires the individual to learn other technologies such as: Version control systems (GIT), HTML, CSS, JavaScript, AJAX, VueJS Framework. Knowledge of backend languages is helpful, but not required.

















www.myfirstccu.org","['git', 'css', 'html', 'javascript']","['remote work', 'html', 'css']",[],"('Positive', 'Objective')","[dict_items([('ORG', ['coquille'])])]"
"Front-End Engineer, 2025 SPC",Amazon,"New Jersey, United States",https://www.linkedin.com/jobs/view/front-end-engineer-2025-spc-at-amazon-4126617415?position=40&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=IqAqjv4ZfVFGl%2BMK1%2Fdqfg%3D%3D,"Description

NOTE:



Are you excited to build products that are used by Amazon customers all over the world? As a Front-End Engineer, you’ll have the opportunity to work closely with experienced developers to create the user-facing side of software. You’ll collaborate with team members and stakeholders on UX and the full software development lifecycle, including scoping, software design, code, testing, documentation, deployment, and maintenance.

Key job responsibilities





A day in the life

We’re on the lookout for the curious, those who think big and want to define the world of tomorrow. At Amazon, you will grow into the high impact, visionary person you know you’re ready to be. Every day will be filled with exciting new challenges, developing new skills, and achieving personal growth. How often can you say that your work changes the world? At Amazon, you’ll say it often. Join us and define tomorrow.









Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.

Los Angeles County applicants: Job duties for this position include: work safely and cooperatively with other employees, supervisors, and staff; adhere to standards of excellence despite stressful conditions; communicate effectively and respectfully with employees, supervisors, and staff to ensure exceptional customer service; and follow all federal, state, and local laws and Company policies. Criminal history may have a direct, adverse, and negative relationship with some of the material job duties of this position. These include the duties and responsibilities listed above, as well as the abilities to adhere to company policies, exercise sound judgment, effectively manage stress and work safely and respectfully with others, exhibit trustworthiness and professionalism, and safeguard business operations and the Company’s reputation. Pursuant to the Los Angeles County Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $99,500/year in our lowest geographic market up to $209,000/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. This position will remain posted until filled. Applicants should apply via our internal or external career site.


- Amazon.com Services LLC

Job ID: A2874384",['https'],"['veteran', 'curious']",[],"('Positive', 'Objective')","[dict_items([('ORG', ['amazon']), ('GPE', ['los angeles'])])]"
Full Stack Software Engineer,Walmart,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-walmart-3910735886?position=41&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=BkbM%2FD%2B5L9GLWYR1pghNzg%3D%3D,"Position Summary...

What you'll do...

What You'll Do









We use a hybrid way of working that is primarily in the office coupled with virtual when not onsite. Our campuses serve as a hub to enhance collaboration, bring us together for purpose and deliver on business needs. This approach helps us make quicker decisions, remove location barriers across our global team and be more flexible in our personal lives.

At Walmart, we offer competitive pay as well as performance-based bonus awards and other great benefits for a happier mind, body, and wallet. Health benefits include medical, vision and dental coverage. Financial benefits include 401(k), stock purchase and company-paid life insurance. Paid time off benefits include PTO (including sick leave), parental leave, family care leave, bereavement, jury duty, and voting. Other benefits include short-term and long-term disability, company discounts, Military Leave Pay, adoption and surrogacy expense reimbursement, and more.







You will also receive PTO and/or PPTO that can be used for vacation, sick leave, holidays, or other purposes. The amount you receive depends on your job classification and length of employment. It will meet or exceed the requirements of paid sick leave laws, where applicable.



For information about PTO, see https://one.walmart.com/notices.





Live Better U is a Walmart-paid education benefit program for full-time and part-time associates in Walmart and Sam's Club facilities. Programs range from high school completion to bachelor's degrees, including English Language Learning and short-form certificates. Tuition, books, and fees are completely paid for by Walmart.



Eligibility requirements apply to some benefits and may depend on your job classification and length of employment. Benefits are subject to change and may be subject to a specific plan or program terms.







The annual salary range for this position is $117,000.00-$234,000.00





















Option 1: Bachelor's degree in computer science, computer engineering, computer information systems, software engineering, or related area and 3 years’ experience in software engineering or related area.Option 2: 5 years’ experience in software engineering or related area.





Master’s degree in Computer Science, Computer Engineering, Computer Information Systems, Software Engineering, or related area and 1 year's experience in software engineering or related area., We value candidates with a background in creating inclusive digital experiences, demonstrating knowledge in implementing Web Content Accessibility Guidelines (WCAG) 2.2 AA standards, assistive technologies, and integrating digital accessibility seamlessly. The ideal candidate would have knowledge of accessibility best practices and join us as we continue to create accessible products and services following Walmart’s accessibility standards and guidelines for supporting an inclusive culture.

Primary Location...

840 W California Ave, Sunnyvale, CA 94086-4828, United States of America",['https'],[],['collaboration'],"('Neutral', 'Objective')","[dict_items([('GPE', ['california']), ('ORG', ['united states of america'])])]"
Full-Stack Web Developer,"VeilSun, Inc.","Denver, CO",https://www.linkedin.com/jobs/view/full-stack-web-developer-at-veilsun-inc-4089780497?position=42&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=CusyTtGpKv9fbuYAMeg3pQ%3D%3D,"Please be aware of potential recruiting scams. Veilsun does not extend job offers over email so do not provide information that does not have our official domain.Any communications regarding employment with VeilSun will always come from aVeilSun.comdomain.

About VeilSun:

VeilSun is a professional services firm that believes in contrast. We’re meticulous, thorough and excel at Rapid Application Development (RAD). We balance short-term necessity and long-term value. We build the most complex business process improvement applications using a “low code” approach, inspiring quick ROI and greater user engagement. VeilSun’s experienced solution architects have the uncanny ability to make the most complex apps seem simple. We don’t believe in innovation for innovation’s sake. We believe in building applications that immediately solve a problem, and then scale as your business grows. We’ve developed hundreds of applications for clients in almost every vertical. And we’ve extended our roots in Quick Base to include complementary apps in multiple platforms.

VeilSun delivers value-based innovation for cloud applications. That means we deliver immediate value for complex applications and build for long-term scalability. We start by developing a customized Technology Blueprint to fully understand our clients’ business objectives. Then we deliver innovative technology applications carefully designed to grow and scale with our clients’ needs.

We specialize in QuickBase development, QuickBase consulting, cloud integration, and a number of other leading process improvement platforms. We are currently seeking a Web Application Developer to join our team based in Denver, CO.

Position Summary:

VeilSun is seeking a Web Application Developer to code, implement and maintain web based applications. Sample applications might include project management tools, key business workflows and custom application workflows that integrate with data providers via RESTful APIs. This position provides an excellent opportunity to be a key contributor to our business success. You will also help build web applications that connect systems, automate administrative tasks, track performance, incorporate information, and create insights to support strategic decisions.

You will work hands-on with a team of other software engineers, technology architects, project managers and client success specialists, utilizing cutting edge technologies to build the best products in the marketplace.

Responsibilities:

As part of the technology delivery team you will:



Required Qualifications:



Education & Experience:

VeilSun is a big believer in continuous improvement and education. These are a few of the education requirements and experience that will align you for success at this position:



This Position Is Ideal For Someone Who Is:



Company Website:



Benefits:

VeilSun offers an exceptional benefits package including medical, dental, vision, life, a 401(K), personal time off and sick time.

Salary Range: $80,000-$105,000

Inclusion and Accommodations:





Powered by JazzHR

Q3vBDskazZ",[],"['excel', 'excel']",['project management'],"('Positive', 'Objective')","[dict_items([('GPE', ['denver'])])]"
Front-End Engineer (Anime),Spellbrush,"San Francisco, CA",https://www.linkedin.com/jobs/view/front-end-engineer-anime-at-spellbrush-3860727548?position=43&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=aSzCtliAaJzfc1WxnkB8oQ%3D%3D,"Here at Spellbrush, we're passionate about making a good anime game.

We also happen to be the world's leading generative AI studio — we're the team behind niji・journey.

We are currently investigating how AI can be used to help human artists perform masterpieces in the most complex medium of our times: videogames.

Our games are characterized by a no-compromise approach to well-balanced gameplay married to a truthful love of visual arts.

If you love turn-based tactics games, please consider applying!



We're seeking a talented Front-End Engineer to join our team and help us build the next generation of anime and video game tools. You'll be responsible for designing and developing complex front-end applications, usually in react and typescript, with a focus on making responsive and delightful user interfaces.



You love anime and the anime aesthetic

As a member of our team, you'll have the opportunity to push the boundaries of what's possible in the anime and video game industry. Ideally you're a fan of the genre.

You enjoy working on complex SPAs.

Most of our apps are interaction-heavy single-page editors, much closer in spirit to photoshop and blender than your typical SaaS app. A willingness to dive headfirst into canvas, webGL, and (maybe!) webGPU is recommended!

And you also have some design sense.

Large complex SPAs have all sorts of super interesting UI/UX challenges! We're looking for someone with experience building tasteful UI, a good design sense for layout, experiences, and microinteractions.

You're comfortable working on small, fast-paced teams

We currently have a tiny team of three on frontend engineering. You'll be working directly with some of the best AI researchers in the world to integrate their state-of-the-art models into your beautiful interfaces.

We also believe in the unmatched speed of in-person teams, and prefer on-site collaboration in either our primary research office in Tokyo (downtown Akihabara) or San Francisco. Visa sponsorships are available.","['typescript', 'react']",[],['collaboration'],"('Positive', 'Subjective')","[dict_items([('GPE', ['san francisco', 'tokyo', 'webgpu', 'niji・journey'])])]"
Junior Front End Developer,U.S. Renal Care,"Nashville, TN",https://www.linkedin.com/jobs/view/junior-front-end-developer-at-u-s-renal-care-4119109553?position=44&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=9z36RV0MEzSE2SiDdiu%2BTg%3D%3D,"USRC's greatest strength in being a leader in the dialysis industry is our ability to recognize and celebrate the differences in our diverse workforce. We strongly believe in recruiting top talent and creating a diverse and inclusive work climate and culture at all levels of our organization.



US Renal has developed an in-house EMR and Revenue Cycle Management application with various modules that interact with different entities within and outside the organization.

We are looking for a responsible for building and enhancing our in-house applications using React JS, including anything from back-end services to their Front End Interfaces. Your primary responsibilities will be to design and develop various modules, and to coordinate with the rest of the team working on different layers of the applications. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is essential.

Essential Duties and Responsibilities include the following. Other duties and tasks may be assigned.






To perform this job successfully, an individual must be able to perform each essential duty satisfactorily.","['rest', 'react']",['collaborative'],['problem solving'],"('Positive', 'Objective')","[dict_items([('ORG', ['usrc'])])]"
Nuuly Web Software Engineer,Nuuly,"Philadelphia, PA",https://www.linkedin.com/jobs/view/nuuly-web-software-engineer-at-nuuly-4181221888?position=45&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=0%2BZhHlx4N6Dsjl1UlYIfdA%3D%3D,"Nuuly is seeking a passionate and motivated Web Software Engineer to join our team. As a member of our engineering team, you'll contribute to building and maintaining intuitive, user-friendly web interfaces, collaborating closely with cross-functional teams, and developing features that support our customers and business growth. In this collaborative and innovative environment, you’ll have the opportunity to work with modern web technologies, including Vue.js and TypeScript, and grow as a developer through mentorship and hands-on experience.

As part of Nuuly, you'll be immersed in a relaxed, inclusive, and team-oriented culture where you can expand your skill set while playing a key role in shaping the future of circular fashion.















URBN offers comprehensive Perks & Benefits to employees. Availability and eligibility to specific benefits may be subject to your location and employment status. Benefits include medical, dental, vision, PTO, generous employee discounts, retirement savings and much more! For additional information visit www.urbn.com/work-with-us/benefits



URBN celebrates diversity and is committed to creating an inclusive environment for all employees. We are proud to provide equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, sex (including gender, pregnancy, sexual orientation, and gender identity or expression), religion, creed, age, physical or mental disability, national origin or ancestry, ethnicity, citizenship, service in the uniformed services, genetic information, or any other protected characteristic as established by law. We believe strongly in fostering a safe, fair and respectful work environment. To ensure compliance with our non-discrimination and anti-harassment policies, we offer anti-harassment training to managers and employees.","['vue.js', 'typescript']","['mentorship', 'collaborative']",[],"('Positive', 'Objective')",[dict_items([])]
Front-End Software Engineer,Candid,"New York, NY",https://www.linkedin.com/jobs/view/front-end-software-engineer-at-candid-4192631066?position=46&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=C8EIONFIsh6BaDxP1pIDdg%3D%3D,"Position Summary

Candid is a nonprofit that provides the most comprehensive data and insights about the social sector. We get you the information you need to do good. Candid currently has an opportunity for a Front-End Software Engineer. As a Front-End Software Engineer, you will play a crucial role in the development and maintenance of high-quality front-end applications. Your primary responsibility will be to design, build, and optimize scalable front-end solutions using React in AWS cloud environments. You will collaborate with cross-functional teams to integrate diverse systems and ensure robust, secure interactions to deliver a user workspace. This workspace will enable users to personalize their experience, track what is most important, and surface other related relevant data.

Front-End Software Engineer

Software Engineering Manager

N/A

35-hour work week, Monday through Friday

$75,000-$120,000 (this range is for the NYC area and will be adjusted for other localities; additionally, factors like skills and experience will be considered).

Remote. In-person attendance is expected during our annual, weeklong all-staff summit. Additionally, in-person meetings participation is expected at least once per year for most employees, at least once per quarter for senior leaders, and at least once per month for the executive team. Staff that are not in NYC are expected to travel for these meetings.

: Health insurance (medical, dental, vision), retirement contribution with additional option for a match, paid life insurance and AD&D, paid leave time (PTO, compassionate leave, volunteer, holiday, parental), short-term and long-term disability, pre-tax transit, flexible spending accounts, supplemental insurance, summer hours, and Public Service Loan Forgiveness (PSLF) program eligible employer.











Every year, millions of nonprofits spend trillions of dollars around the world. Candid finds out where that money comes from, where it goes, and why it matters. Through research, collaboration, and training, we connect people who want to change the world to the resources they need to do it. Our data tools on nonprofits, foundations, and grants are the most comprehensive in the world.

Candid’s vision is an ambitious one. But we know that when we make investments in our talent, it translates to more access and better knowledge for those working for social good around the world.

On February 1, 2019, Foundation Center and GuideStar joined forces to become Candid, a 501(c)(3) nonprofit organization.

Candid is a qualifying nonprofit organization as defined by the Public Service Loan Forgiveness Program. As such, Candid employees may claim their employment time on their PSLF application. We offer a competitive salary and excellent benefits. Due to the high volume of applicants, we typically receive, we regret that we can only contact candidates that we would like to interview.

For more information on positions available at Candid, please visit our website:

Candid provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training. We are committed to diversity, equity, and inclusion and especially encourage members of underrepresented communities to apply.","['foundation', 'aws', 'react']","['veteran', 'ambitious']",['collaboration'],"('Positive', 'Subjective')","[dict_items([('ORG', ['ad&d'])])]"
